index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
0,8_6_7_5#7_1_1_2#8_5_4_4#6_7_8_2#6_7_4_2#1_6_2_3#3_4_3_3#8_5_1_5#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,25,94.6,Insane
1,2_8_6_8#3_7_4_6#1_4_3_5#2_6_5_1#8_8_7_7#1_7_3_3#5_5_6_4#1_2_2_4#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,91.6,Insane
2,3_8_2_7#4_6_1_2#5_3_8_4#5_7_5_6#2_1_8_1#7_6_3_2#3_5_7_8#4_1_4_6#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,27,94.6,Insane
3,7_1_4_7#6_3_8_8#4_8_2_5#7_3_6_4#5_2_2_6#1_1_3_6#4_1_2_5#3_7_8_5#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,91.6,Insane
4,1_6_2_7#2_4_6_3#5_4_7_1#6_8_4_3#6_8_8_7#7_3_2_2#3_1_4_5#5_1_5_8#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,26,94.6,Insane
5,4_5_4_6#2_3_7_8#7_7_6_4#1_5_2_8#3_3_8_7#3_6_5_5#1_2_6_1#1_4_8_2#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,24,94.6,Insane
6,3_2_1_7#2_6_4_1#4_7_4_5#4_6_1_5#8_5_7_6#8_7_3_2#3_3_8_6#8_1_2_5#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,27,94.6,Insane
7,4_2_8_5#2_1_7_6#1_6_3_7#1_7_2_8#5_7_4_4#6_5_5_8#1_3_3_2#4_3_8_6#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,26,91.6,Insane
8,3_7_5_4#8_8_4_7#2_5_2_8#3_7_6_4#3_5_1_2#1_6_2_7#8_6_6_5#1_1_3_4#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,25,94.6,Insane
9,3_7_8_5#2_2_7_4#7_3_6_4#2_1_8_5#4_6_1_3#6_5_2_3#8_7_1_1#8_4_6_5#0#0,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,25,91.6,Insane
10,8_6_7_4#7_1_1_2#8_5_7_4#3_7_8_2#0#0#4_3_6_3#8_2_1_5#4_3_5_2#6_5_1_6,1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0#0_0_0_0#0_0_0_0#1_1_1_0#1_1_1_0#1_1_1_0#1_1_1_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,8,4,10,32,26,94.6,Insane
