index,map,slot_gimmick,stack_gimmick,NumberOfItem,NumberOfSlot,NumberOfStack,MixCount,MinMoves,DifficultyScore,DifficultyLabel
0,4_5_1_0#5_2_0_0#9_1_7_3#8_3_6_1#1_3_7_0#7_6_9_9#4_7_8_0#2_9_3_0#6_8_4_0#2_5_4_5#8_6_2_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
1,7_1_3_0#9_6_0_0#2_6_1_8#2_3_4_8#6_5_1_0#6_4_9_2#3_4_3_0#7_7_8_0#9_2_5_0#4_8_5_9#5_7_1_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
2,8_6_6_0#1_3_0_0#1_3_7_9#2_6_2_9#4_1_5_0#4_2_6_4#1_3_2_0#9_3_5_0#5_4_7_0#7_9_8_8#8_5_7_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,28,89.8,Insane
3,8_1_2_0#5_4_0_0#4_1_9_6#1_3_5_7#2_4_4_0#5_6_8_8#2_7_3_0#7_3_1_0#2_8_5_0#9_6_7_3#9_9_6_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,27,89.8,Insane
4,7_4_1_0#9_3_0_0#3_1_3_6#4_4_7_2#5_7_5_0#8_5_5_2#6_2_8_0#1_9_8_0#4_1_6_0#6_8_7_2#9_3_9_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,26,89.8,Insane
5,1_5_8_0#6_6_0_0#3_3_1_8#5_8_7_9#9_4_1_0#4_4_1_6#5_9_5_0#2_2_8_0#4_3_9_0#2_3_7_6#7_7_2_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,23,89.3211,Insane
6,1_8_2_0#4_9_0_0#6_5_5_7#8_2_9_3#2_6_1_0#6_4_8_7#3_2_7_0#1_9_4_0#7_6_1_0#5_5_9_3#8_3_4_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,26,89.8,Insane
7,1_4_6_0#5_3_0_0#8_6_1_2#2_8_5_1#3_9_7_0#7_9_2_7#8_9_6_0#4_5_7_0#4_6_3_0#5_3_1_2#4_9_8_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,33,89.8,Insane
8,4_3_4_0#5_4_0_0#8_9_1_2#3_1_2_4#1_7_7_0#6_5_8_9#3_3_5_0#2_9_7_0#1_5_6_0#6_8_8_2#7_6_9_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,26,89.8,Insane
9,1_5_3_0#2_4_0_0#2_6_7_3#4_5_2_8#5_1_8_0#4_1_7_3#6_8_7_0#9_9_8_0#9_6_9_0#5_6_1_2#7_4_3_0,0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0#0_0_0_0,0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0#0_0,9,4,11,36,30,89.8,Insane
